x,y,cluster
384.623,719.796,2
829.158,723.459,2
220.207,803.793,0
482.488,274.112,1
832.379,597.097,2
741.151,622.561,2
956.403,175.808,1
819.688,580.13,2
259.674,427.999,0
641.022,56.7208,1
840.611,172.089,1
133.063,282.205,0
915.976,721.161,2
379.283,805.282,2
569.336,981.293,2
898.543,580.667,2
25.5273,496.069,0
690.063,253.848,1
215.383,489.495,0
672.057,187.62,1
262.023,497.745,0
81.9658,545.437,0
669.815,709.477,2
347.551,428.818,0
76.8017,721.954,0
680.218,947.336,2
478.733,710.119,2
587.226,372.45,1
49.209,384.518,0
676.398,636.034,2
276.581,349.137,0
449.409,711.14,2
752.813,181.831,1
328.4,292.252,0
857.871,271.054,1
477.758,884.407,2
310.877,997.775,2
24.1302,982.563,0
871.867,939.799,2
190.6,83.6612,0
6.75185,0.925181,0
470.386,245.453,1
72.7652,429.656,0
673.904,133.103,1
839.294,374.476,1
83.2506,650.434,0
36.6366,281.598,0
73.9531,976.61,0
698.959,791.329,2
857.321,830.252,2
776.846,619.17,2
674.003,33.8064,1
607.688,293.511,1
964.01,662.247,2
955.012,6.93047,1
558.343,264.906,1
658.211,31.2354,1
426.564,370.753,0
424.797,558.509,0
393.174,208.423,1
801.889,791.862,2
2.63047,154.954,0
83.4081,24.698,0
28.7889,988.241,0
806.005,492.353,1
554.193,914.025,2
106.237,789.89,0
714.44,354.294,1
242.249,766.409,0
514.394,320.165,1
425.234,685.849,2
599.804,645.344,2
922.592,882.608,2
997.041,919.388,2
948.272,189.168,1
229.172,467.715,0
591.936,602.529,2
492.517,771.656,2
909.31,172.877,1
859.147,507.194,2
672.025,318.758,1
234.533,109.543,0
936.204,359.463,1
192.831,665.899,0
208.085,798.93,0
426.341,252.898,1
622.272,402.796,1
125.977,97.5967,0
383.996,275.008,0
927.057,815.739,2
746.946,204.116,1
321.164,933.672,2
796.792,874.079,2
426.596,707.226,2
937.273,973.147,2
897.118,957.071,2
75.8207,329.366,0
140.547,867.425,0
548.561,575.802,2
748.407,545.252,2
22.7192,670.249,0
219.442,930.489,0
230.444,912.894,0
419.226,835.634,2
815.869,125.566,1
217.531,884.561,0
624.623,476.86,1
934.639,74.9026,1
602.556,883.866,2
267.122,974.326,2
185.556,659.19,0
589.494,626.697,2
211.283,569.642,0
651.238,714.445,2
793.031,224.698,1
462.172,313.712,1
742.086,680.283,2
265.171,143.05,0
356.885,120.891,1
758.477,749.834,2
178.908,10.5943,0
664.183,557.445,2
127.914,936.591,0
299.85,954.973,2
41.4442,406.711,0
982.087,18.5448,1
738.5,812.742,2
593.947,812.672,2
849.592,428.012,1
964.915,98.7799,1
505.018,394.307,1
711.034,670.903,2
968.314,932.627,2
187.86,779.015,0
637.85,347.876,1
839.074,28.3767,1
153.142,952.271,0
107.046,904.915,0
844.076,361.968,1
926.9,489.204,1
339.673,729.914,0
869.392,603.784,2
334.616,819.103,2
267.408,506.698,0
611.617,474.17,1
427.489,656.913,2
746.937,507.98,2
775.091,401.785,1
272.414,449.601,0
141.818,283.665,0
470.324,10.6498,1
430.894,374.063,0
272.393,894.311,0
651.997,611.064,2
677.453,285.88,1
553.04,339.589,1
769.633,686.831,2
147.848,40.4243,0
363.203,444.505,0
463.222,406.547,0
26.9331,16.4834,0
159.261,285.041,0
954.469,162.36,1
992.298,879.073,2
381.863,468.008,0
760.54,546.823,2
183.495,608.901,0
478.035,306.066,1
309.006,749.567,0
577.986,778.767,2
422.733,568.496,0
722.293,699.67,2
780.053,843.846,2
643.849,808.117,2
268.165,83.8629,0
649.542,131.34,1
282.922,280.314,0
848.15,712.696,2
528.777,964.642,2
481.573,928.234,2
750.69,682.59,2
329.731,302.418,0
873.529,216.332,1
924.141,80.4798,1
941.537,725.704,2
305.79,102.931,0
727.838,690.876,2
503.172,898.645,2
979.619,765.198,2
905.66,79.6715,1
187.509,768.821,0
441.719,366.443,0
701.989,678.209,2
590.179,752.127,2
626.722,823.148,2
93.3355,75.0659,0
899.852,961.889,2
719.152,966.346,2
480.533,671.295,2
911.022,837.981,2
812.216,544.518,2
745.7,281.132,1
650.337,141.286,1
550.19,209.603,1
537.842,640.178,2
381.754,174.232,1
671.768,695.66,2
927.779,811.658,2
780.731,219.054,1
446.9,778.057,2
901.133,975.75,2
729.956,76.3161,1
769.264,505.49,2
733.77,99.2359,1
48.9811,766.091,0
67.1908,837.375,0
951.892,575.298,2
221.657,641.419,0
366.178,388.433,0
193.669,549.994,0
392.226,2.66267,1
706.759,563.437,2
427.045,997.557,2
817.368,818.589,2
409.624,999.004,2
94.3227,887.827,0
899.903,703.598,2
45.6034,417.26,0
378.089,959.574,2
804.449,348.569,1
468.894,991.689,2
119.931,387.622,0
165.984,125.615,0
268.689,193.847,0
395.381,918.771,2
741.833,653.151,2
776.545,123.458,1
867.905,290.47,1
845.158,361.833,1
493.342,831.489,2
2.60421,905.82,0
760.183,567.505,2
686.644,79.6612,1
685.534,8.50185,1
813.76,180.08,1
317.368,924.372,2
216.648,974.059,0
220.816,145.414,0
162.029,440.389,0
817.702,48.3955,1
79.776,452.559,0
436.738,422.123,0
114.302,201.941,0
576.976,278.279,1
634.15,350.98,1
392.647,158.142,1
900.897,936.479,2
339.727,778.281,0
430.04,304.432,1
150.003,391.659,0
991.962,384.163,1
876.932,154.918,1
863.235,20.5185,1
383.581,261.274,0
402.613,43.1923,1
341.215,910.619,2
298.862,315.969,0
835.215,641.055,2
816.233,761.48,2
140.681,280.485,0
919.169,872.605,2
226.23,245.605,0
718.228,955.117,2
135.898,402.631,0
737.7,230.645,1
372.237,54.273,1
103.161,473.929,0
178.987,578.168,0
86.2572,318.459,0
76.4471,661.24,0
310.724,161.114,0
803.463,329.379,1
953.657,772.086,2
599.289,496.4,1
150.795,88.91,0
501.483,95.4933,1
498.187,950.301,2
277.769,523.173,0
90.4756,389.924,0
664.157,329.979,1
161.857,927.156,0
842.844,907.339,2
833.667,118.446,1
465.014,505.918,0
266.106,512.223,0
434.742,416.827,0
126.936,466.763,0
374.984,775.223,2
532.304,261.533,1
224.951,982.597,2
30.5235,434.281,0
809.249,605.503,2
521.739,280.257,1
311.095,158.344,0
157.594,374.55,0
2.27359,521.144,0
565.056,994.29,2
333.634,546.738,0
967.2,287.433,1
521.003,725.404,2
188.487,153.981,0
50.5262,262.848,0
926.832,627.469,2
826.984,628.111,2
221.278,159.012,0
741.236,458.922,1
879.489,58.7561,1
25.5909,143.803,0
590.261,635.625,2
469.49,617.047,2
236.584,236.653,0
857.643,861.888,2
861.439,126.332,1
635.463,434.014,1
294.3,926.998,2
296.789,793.294,0
481.563,628.672,2
341.3,155.657,0
982.869,231.907,1
771.938,95.2841,1
92.7436,100.155,0
469.178,431.949,0
764.277,708.97,2
654.293,737.342,2
161.248,300.72,0
249.468,44.2476,0
416.581,402.374,0
202.486,372.212,0
686.19,993.689,2
995.392,204.602,1
617.635,63.4917,1
890.581,248.398,1
482.353,470.382,0
968.914,728.143,2
928.421,784.507,2
665.678,393.641,1
499.863,565.256,2
191.09,448.689,0
663.144,606.646,2
372.423,914.422,2
135.03,201.19,0
784.477,745.465,2
787.182,146.517,1
251.099,351.415,0
501.265,802.091,2
737,403.663,1
1.65212,814.675,0
343.942,754.243,0
20.0527,266.375,0
234.211,719.996,0
132.369,959.358,0
808.779,268.077,1
865.304,382.055,1
955.913,34.136,1
764.545,454.202,1
953.451,578.334,2
164.195,201.153,0
310.084,965.072,2
78.1758,946.201,0
632.057,550.928,2
634.892,542.422,2
290.014,213.971,0
435.22,454.274,0
147.843,490.615,0
264.976,523.22,0
311.617,525.092,0
485.448,454.586,0
22.7762,992.708,0
897.916,580.712,2
978.939,128.058,1
632.979,3.35703,1
147.328,338.434,0
238.255,590.892,0
387.681,576.79,0
501.658,828.252,2
318.777,407.083,0
951.431,392.894,1
845.95,129.116,1
484.411,685.331,2
45.0763,631.46,0
426.892,200.318,1
660.959,602.42,2
501.562,217.48,1
419.98,397.113,0
539.441,83.1765,1
319.522,519.025,0
526.471,489.644,1
637.743,511.588,2
330.5,101.125,1
199.408,675.159,0
939.603,832.763,2
587.596,353.26,1
813.642,5.23299,1
359.208,480.511,0
546.325,216.71,1
742.531,791.255,2
106.064,724.241,0
39.6654,781.483,0
40.3199,317.578,0
544.863,702.119,2
990.452,87.8649,1
956.805,861.057,2
115.589,694.782,0
71.3008,998.468,0
903.429,76.3094,1
280.54,22.3919,1
595.998,603.799,2
320.512,797.699,0
628.476,40.864,1
220.992,116.978,0
640.829,786.117,2
507.596,183.891,1
326.42,177.14,0
470.363,127.77,1
29.32,232.215,0
23.7104,632.287,0
85.8973,188.562,0
997.961,452.766,1
758.079,410.214,1
974.428,295.733,1
582.954,489.086,1
387.787,393.602,0
230.604,194.794,0
379.926,391.59,0
718.798,47.9903,1
145.577,977.57,0
359.632,501.251,0
959.486,962.739,2
370.689,397.601,0
367.984,851.314,2
745.109,163.427,1
499.62,423.123,1
312.814,585.101,0
335.096,944.048,2
496.52,907.872,2
3.99896,961.306,0
435.226,241.232,1
272.36,409.497,0
143.979,942.407,0
385.101,341.288,0
840.435,935.428,2
347.49,947.149,2
849.028,485.157,1
845.165,978.818,2
846.672,637.669,2
173.237,154.909,0
172.123,239.181,0
713.555,652.956,2
261.458,605.684,0
874.062,196.817,1
832.228,400.728,1
529.133,791.479,2
241.813,647.262,0
423.623,999.246,2
657.284,791.251,2
451.226,140.668,1
961.95,43.3897,1
220.063,198.218,0
394.877,425.749,0
955.826,436.008,1
534.707,589.929,2
142.146,86.4659,0
850.774,698.623,2
204.771,202.998,0
439.207,355.786,0
831.832,542.316,2
477.678,462.222,0
681.56,575.284,2
90.3925,462.429,0
608.837,481.163,1
596.542,412.774,1
108.244,543.528,0
362.314,45.0465,1
616.461,323.789,1
682.575,89.2222,1
865.605,251.405,1
592.487,390.851,1
543.613,398.804,1
732.623,878.72,2
830.065,247.584,1
551.69,173.614,1
689.589,42.503,1
285.318,777.012,0
538.064,520.197,2
130.534,177.671,0
648.44,152.674,1
488.918,590.789,2
452.271,418.059,0
955.926,175.834,1
924.42,927.148,2
459.815,603.17,2
242.601,874.792,0
349.114,345.054,0
960.064,639.356,2
694.766,467.301,1
657.104,612.851,2
536.591,844.404,2
4.58226,230.52,0
940.777,562.986,2
688.043,311.675,1
490.44,481.653,0
510.175,248.053,1
902.342,617.428,2
194.489,75.9641,0
506.297,771.121,2
738.175,45.7024,1
10.347,216.633,0
166.924,830.328,0
220.1,125.428,0
923.563,554.764,2
435.338,28.0093,1
441.826,205.438,1
574.193,238.957,1
140.612,422.416,0
488.308,210.508,1
684.316,780.849,2
594.443,444.95,1
236.629,258.275,0
671.316,875.719,2
494.559,332.742,1
671.403,466.168,1
365.692,810.668,2
291.483,383.196,0
713.393,221.28,1
285.723,214.164,0
514.309,16.1373,1
218.784,194.586,0
209.128,602.264,0
59.7512,70.2186,0
754.047,272.542,1
40.1861,729.777,0
719.07,793.834,2
450.364,149.009,1
27.6969,908.013,0
884.209,888.188,2
162.181,264.696,0
811.982,56.2811,1
441.5,475.646,0
709.917,81.6536,1
306.232,446.85,0
561.676,442.637,1
769.998,204.981,1
321.251,697.278,0
57.2675,239.933,0
298.606,534.144,0
436.029,858.015,2
395,55.6568,1
688.878,845.891,2
823.462,878.378,2
235.149,608.741,0
433.431,243.749,1
762.319,426.286,1
372.254,972.454,2
45.3645,358.239,0
145.76,691.54,0
574.163,408.826,1
902.363,198.673,1
132.141,161.232,0
739.709,213.103,1
367.602,953.065,2
830.273,544.18,2
231.988,423.442,0
453.675,642.794,2
981.043,506.902,1
629.868,665.889,2
427.022,825.697,2
293.566,960.05,2
416.942,498.127,0
390.542,777.043,2
894.47,208.089,1
900.066,876.423,2
302.395,986.289,2
622.381,717.527,2
729.037,718.452,2
138.096,341.574,0
249.746,408.532,0
621.359,920.286,2
210.267,240.655,0
737.384,961.157,2
521.501,670.41,2
956.855,564.632,2
77.4035,15.2788,0
114.792,70.5434,0
108.906,570.603,0
113.03,614.02,0
587.447,726.38,2
400.383,983.823,2
908.043,400.667,1
4.05323,670.897,0
611.973,237.698,1
285.363,30.9511,1
935.155,783.191,2
495.029,437.172,1
862.123,517.736,2
185.876,671.897,0
606.672,468.541,1
709.547,568.844,2
741.883,609.493,2
135.049,448.26,0
618.341,672.501,2
180.305,680.258,0
46.6643,214.824,0
385.837,430.859,0
621.084,142.976,1
44.055,226.4,0
347.201,573.054,0
449.425,848.462,2
549.101,65.4112,1
273.879,786.391,0
782.838,787.731,2
362.517,923.724,2
791.972,436.308,1
420.303,164.546,1
662.327,306.959,1
814.538,109.607,1
903.883,256.062,1
740.697,522.332,2
940.577,901.415,2
715.444,891.294,2
235.534,293.428,0
893.632,104.119,1
377.759,560.12,0
75.9011,116.758,0
775.878,761.74,2
67.6928,60.8849,0
710.52,509.549,2
474.578,51.7654,1
380.149,964.473,2
315.909,934.16,2
740.9,826.77,2
187.063,444.844,0
149.878,846.07,0
540.439,972.685,2
333.786,288.09,0
465.366,440.918,0
290.029,660.377,0
150.774,983.642,0
132.654,941.923,0
597.493,225.151,1
161.546,694.851,0
847.117,804.406,2
598.904,346.868,1
564.386,457.337,1
149.271,606.92,0
202.461,966.096,0
65.7064,943.294,0
793.385,770.114,2
683.746,116.002,1
538.882,903.929,2
357.987,368.397,0
923.844,686.484,2
642.627,848.138,2
789.657,319.202,1
601.597,439.35,1
889.703,796.076,2
274.233,472.9,0
345.474,497.987,0
340.399,893.788,2
913.945,732.292,2
211.317,518.933,0
961.519,559.568,2
383.943,510.656,0
989.736,482.372,1
232.753,801.576,0
461.999,612.945,2
1.90505,522.749,0
372.681,332.353,0
796.815,447.787,1
674.438,507.292,2
58.8976,216.982,0
354.435,245.014,0
317.759,827.021,2
883.314,769.663,2
246.545,976.706,2
904.937,45.3236,1
726.905,106.317,1
101.452,857.919,0
209.574,767.095,0
714.726,524.16,2
35.2788,351.827,0
215.376,907.364,0
900.127,409.491,1
855.896,371.393,1
850.091,804.813,2
922.081,777.401,2
753.568,983.665,2
925.577,55.8586,1
739.484,367.623,1
639.365,950.176,2
93.7559,725.129,0
72.6511,335.882,0
56.7102,782.011,0
899.195,943.828,2
805.905,196.668,1
595.918,952.862,2
295.064,159.757,0
181.067,162.795,0
13.5402,318.808,0
215.658,457.322,0
768.747,335.932,1
475.975,84.463,1
717.848,971.854,2
562.283,794.073,2
198.331,727.654,0
562.43,205.992,1
576.924,389.276,1
696.976,704.879,2
346.601,479.322,0
223.103,986.031,2
77.1347,165.025,0
727.294,186.183,1
415.296,925.272,2
988.255,736.772,2
263.046,239.004,0
394.589,421.772,0
914.379,576,2
864.405,56.5562,1
669.502,530.194,2
61.2955,149.401,0
199.691,585.426,0
420.764,870.843,2
4.8107,619.485,0
613.629,598.22,2
256.354,903.57,0
838.637,649.277,2
29.0957,564.544,0
995.312,90.2107,1
304.809,636.286,0
998.928,113.497,1
57.7333,257.91,0
537.364,476.242,1
135.934,777.016,0
134.038,112.274,0
968.836,176.972,1
36.0917,742.135,0
782.137,687.025,2
124.139,244.54,0
798.552,294.552,1
601.043,160.348,1
189.143,230.778,0
886.358,607.454,2
174.677,176.066,0
872.899,641.143,2
176.356,186.15,0
474.607,200.075,1
982.96,921.029,2
463.134,500.922,0
812.548,751.851,2
404.933,40.8569,1
119.052,8.98877,0
831.784,627.01,2
737.238,259.374,1
344.631,685.511,0
738.934,597.066,2
759.851,250.097,1
899.111,585.701,2
869.446,355.24,1
211.691,127.506,0
656.722,812.713,2
873.981,946.498,2
923.262,923.997,2
63.3612,691.067,0
717.268,306.764,1
506.155,135.749,1
338.31,636.175,0
325.574,877.47,2
464.321,693.397,2
347.142,751.451,0
16.5003,623.92,0
174.583,662.153,0
976.282,193.637,1
601.22,761.897,2
83.55,685.428,0
506.244,130.57,1
718.978,694.638,2
114.148,721.869,0
245.5,379.437,0
204.603,81.5053,0
558.012,771.223,2
575.497,979.688,2
702.21,731.25,2
957.364,181.32,1
856.798,211.431,1
627.1,340.451,1
565.57,63.8907,1
965.74,558.632,2
186.305,871.574,0
719.904,48.0996,1
142.551,305.497,0
443.193,445.643,0
537.871,438.582,1
903.205,782.904,2
670.02,312.323,1
679.576,393.736,1
164.225,499.426,0
738.28,821.223,2
160.716,860.841,0
448.344,538.937,0
492.629,93.8057,1
918.949,816.832,2
783.118,371.015,1
618.692,526.221,2
953.918,60.9845,1
402.266,336.379,0
651.141,597.944,2
21.9588,561.77,0
680.598,224.415,1
916.741,114.916,1
62.5023,218.186,0
960.109,217.743,1
527.132,169.853,1
602.604,693.523,2
842.034,568.903,2
289.061,224.191,0
9.62644,235.864,0
105.085,582.057,0
71.5573,853.686,0
40.5616,58.4416,0
773.472,687.998,2
850.417,205.557,1
228.944,984.025,2
888.194,177.882,1
288.713,422.283,0
966.649,275.635,1
582.753,263.069,1
257.269,73.0022,0
472.761,478.022,0
131.296,863.245,0
358.532,182.262,1
947.735,431.545,1
278.797,812.733,0
609.909,404.275,1
748.953,216.212,1
893.849,208.226,1
762.807,544.21,2
206.346,103.424,0
277.963,798.3,0
163.751,369.524,0
408.98,337.423,0
995.561,647.895,2
119.254,826.538,0
247.47,437.422,0
278.072,944.069,2
846.981,644.312,2
604.808,441.491,1
239.293,867.65,0
141.014,53.1462,0
906.054,181.41,1
614.053,826.572,2
870.557,521.651,2
255.103,0.863275,0
306.043,719.544,0
678.693,958.556,2
861.034,158.158,1
349.584,29.4599,1
802.839,716.356,2
211.519,642.176,0
456.006,946.598,2
884.596,394.267,1
232.951,135.959,0
959.136,754.349,2
616.341,498.072,1
625.765,415.404,1
443.158,414.978,0
399.371,533.5,0
788.973,858.623,2
298.462,70.0945,0
209.81,208.788,0
850.322,859.939,2
829.254,887.651,2
83.2972,647.456,0
298.549,131.088,0
164.541,344.748,0
483.031,417.165,1
116.664,350.025,0
661.409,280.291,1
396.682,571.486,0
326.249,129.683,0
996.939,958.695,2
829.549,878.62,2
184.4,81.801,0
9.94743,809.942,0
112.908,699.264,0
617.951,476.627,1
275.109,14.3661,1
119.206,916.197,0
769.099,187.516,1
885.106,685.786,2
344.632,207.898,0
280.796,278.711,0
902.743,110.735,1
498.441,472.737,0
536.123,168.171,1
207.375,712.134,0
854.839,27.7938,1
827.577,578.349,2
590.357,420.247,1
604.533,192.774,1
153.463,45.3009,0
650.564,900.13,2
248.64,412.819,0
807.733,819.285,2
991.107,950.251,2
892.56,571.112,2
692.311,792.235,2
387.177,995.565,2
901.788,151.92,1
888.944,127.04,1
971.954,393.948,1
755.727,500.678,1
8.82947,611.281,0
33.335,462.187,0
687.531,286.796,1
418.238,767.49,2
115.928,645.803,0
416.853,340.745,0
512.193,669.526,2
802.401,338.01,1
196.81,86.7566,0
49.1743,719.235,0
448.859,716.21,2
670.443,913.993,2
530.341,905.507,2
200.244,321.853,0
179.258,254.548,0
495.078,815.639,2
76.7604,841.643,0
876.274,478.355,1
435.588,339.938,0
697.066,63.0383,1
336.52,883.518,2
145.212,159.899,0
599.073,817.186,2
417.683,404.824,0
129.289,816.003,0
610.547,470.354,1
150.089,693.983,0
464.801,737.877,2
175.417,845.172,0
780.908,642.905,2
867.895,30.3603,1
884.997,203.367,1
437.424,76.8007,1
403.5,499.182,0
396.948,458.44,0
232.591,879.767,0
757.385,678.418,2
18.4109,381.301,0
985.469,561.795,2
229.108,606.349,0
210.328,974.585,0
819.127,232.744,1
138.235,310.979,0
936.617,64.2167,1
804.188,953.474,2
640.86,159.774,1
802.911,106.268,1
187.279,901.904,0
261.247,463.953,0
214.026,674.841,0
381.624,244.836,0
304.104,535.771,0
930.155,993.875,2
856.831,624.991,2
558.752,985.744,2
124.628,399.784,0
154.917,128.205,0
938.813,466.439,1
372.264,358.073,0
912.736,219.753,1
458.438,565.096,0
238.854,6.96421,0
49.2528,783.11,0
930.588,201.066,1
788.867,815.001,2
228.655,835.064,0
248.791,647.875,0
219.717,788.656,0
261.446,728.8,0
206.167,898.017,0
549.815,499.125,2
37.3562,59.0826,0
464.012,334.551,1
448.632,335.001,1
966.786,78.6985,1
364.329,123.179,1
119.747,345.53,0
893.551,800.113,2
992.596,315.854,1
433.944,225.162,1
459.115,355.436,1
733.518,860.05,2
646.735,703.155,2
663.642,227.51,1
677.386,246.831,1
726.339,777.942,2
183.998,554.144,0
370.444,690.407,0
782.699,642.182,2
732.923,633.766,2
200.069,699.098,0
554,270.117,1
602.645,759.83,2
71.1391,9.77529,0
261.132,756.035,0
978.498,805.519,2
30.3717,735.592,0
251.395,551.437,0
393.708,276.66,0
106.201,851.587,0
383.596,825.589,2
838.832,364.365,1
915.454,831.436,2
245.79,244.233,0
873.584,509.814,2
848.45,114.067,1
179.304,849.191,0
956.75,402.404,1
404.043,311.053,0
696.165,4.1081,1
10.6253,428.874,0
26.85,926.789,0
907.11,564.464,2
853.032,649.221,2
814.268,358.457,1
124.279,931.167,0
606.829,231.464,1
888.62,634.739,2
406.387,484.929,0
33.2756,602.65,0
83.6398,415.344,0
607.828,651.282,2
584.395,807.012,2
762.801,202.343,1
432.176,336.332,0
131.799,722.615,0
706.422,527.061,2
94.9863,81.7031,0
211.587,40.3,0
352.079,767.881,2
424.931,676.857,2
969.545,392.537,1
306.77,564.165,0
412.925,701.501,2
460.518,776.212,2
310.885,832.257,0
276.082,317.793,0
111.549,310.725,0
386.202,512.595,0
595.757,338.398,1
841.625,783.45,2
563.704,647.217,2
909.053,666.521,2
939.953,326.625,1
272.255,52.7603,0
968.993,64.4472,1
572.529,809.21,2
493.58,393.251,1
669.563,727.63,2
266.595,422.038,0
960.776,392.08,1
877.328,698.624,2
175.512,316.536,0
484.211,510.61,0
923.475,143.685,1
59.9753,651.37,0
873.909,815.47,2
563.234,210.011,1
762.028,869.375,2
330.768,719.572,0
533.024,85.1363,1
25.3018,264.931,0
519.528,23.0174,1
865.61,504.11,1
1.24158,859.24,0
628.519,562.999,2
443.099,59.9108,1
997.743,861.214,2
441.861,34.7935,1
35.348,635.858,0
968.555,335.101,1
785.866,852.873,2
653.519,562.218,2
230.686,584.414,0
333.895,907.813,2
959.92,984.074,2
780.536,223.088,1
30.8818,349.835,0
278.254,54.5085,0
236.104,860.761,0
205.074,547.811,0
230.722,138.12,0
950.448,767.08,2
662.663,325.033,1
511.922,32.4327,1
100.615,680.999,0
986.813,415.828,1
688.669,410.55,1
372.884,50.1411,1
130.278,373.42,0
155.505,689.63,0
799.981,276.425,1
554.04,661.664,2
953.03,59.2402,1
605.891,699.366,2
205.143,198.97,0
323.563,476.382,0
758.37,480.24,1
454.327,324.621,1
309.371,179.829,0
321.891,381.187,0
639.488,722.984,2
326.723,116.719,1
533.267,21.6952,1
188.939,204.005,0
618.524,254.044,1
938.668,641.05,2
161.562,764.702,0
775.289,825.057,2
712.94,944.379,2
411.434,615.23,0
192.613,698.413,0
489.734,966.453,2
659.974,292.548,1
500.323,932.362,2
497.391,444.045,1
819.962,381.224,1
879.869,713.635,2
64.1106,694.089,0
661.456,762.613,2
312.307,826.407,0
660.398,504.751,2
223.945,281.524,0
496.732,221.746,1
20.5919,760.365,0
326.614,127.482,0
713.551,495.201,1
660.31,377.99,1
434.039,872.264,2
396.892,40.9585,1
845.067,910.048,2
503.079,644.879,2
939.807,7.77857,1
694.065,407.257,1
937.037,554.694,2
205.689,702.461,0
155.799,317.28,0
403.529,702.959,2
710.814,497.497,1
26.9731,515.789,0
608.725,518.016,2
106.46,333.684,0
472.012,445.025,0
583.568,493.66,1
616.148,216.543,1
51.7036,283.257,0
331.968,460.86,0
307.261,420.906,0
235.952,177.944,0
724.838,707.704,2
853.107,324.674,1
935.287,53.7143,1
871.698,284.764,1
942.848,671.283,2
348.186,268.306,0
577.938,380.925,1
265.555,601.413,0
14.2124,568.386,0
467.787,828.344,2
783.533,441.931,1
939.587,33.8656,1
683.803,17.603,1
895.756,987.381,2
626.589,132.515,1
283.129,844.507,0
679.184,337.545,1
580.614,935.95,2
896.74,605.536,2
23.9867,583.972,0
42.1922,359.827,0
879.128,524.409,2
308.659,85.8983,1
397.48,464.532,0
76.9482,209.881,0
922.23,589.995,2
965.382,438.246,1
37.8438,842.219,0
260.924,16.2238,0
637.88,875.619,2
666.555,722.788,2
267.339,758.275,0
906.907,670.403,2
643.39,398.398,1
250.098,124.724,0
642.936,121.588,1
396.957,979.923,2
66.8881,414.731,0
662.037,785.853,2
951.193,391.802,1
322.305,141.981,0
751.813,59.9111,1
614.43,352.431,1
131.483,871.163,0
856.195,368.818,1
442.85,916.239,2
673.159,163.179,1
300.494,575.486,0
724.698,112.774,1
493.149,736.071,2
458.259,149.231,1
717.04,259.204,1
707.456,712.743,2
23.913,271.817,0
59.9303,857.049,0
91.084,913.52,0
399.087,679.895,0
88.7653,702.741,0
26.0472,509.713,0
107.167,937.181,0
861.827,73.9196,1
41.5588,551.712,0
128.932,263.267,0
427.932,822.44,2
544.393,845.453,2
308.277,996.911,2
419.415,485.212,0
466.924,408.11,0
694.51,644.801,2
960.45,782.083,2
409.514,161.861,1
423.501,772.212,2
41.0767,391.768,0
74.4118,666.171,0
462.874,75.8971,1
241.795,188.386,0
848.087,261.209,1
552.664,108.44,1
654.583,71.2469,1
2.2093,686.212,0
252.243,576.449,0
595.739,148.183,1
772.34,434.876,1
330.489,274.303,0
807.606,834.115,2
782.569,605.753,2
844.646,587.858,2
623.936,477.783,1
869.551,729.515,2
397.714,684.372,0
547.455,920.525,2
74.5834,777.821,0
842.668,266.226,1
781.312,34.0224,1
612.329,980.105,2
546.813,947.078,2
83.6246,137.909,0
855.758,105.539,1
507.334,474.35,1
132.515,826.402,0
660.118,332.005,1
626.267,284.753,1
850.23,477.848,1
388.961,829.254,2
872.776,491.323,1
909.189,884.519,2
560.032,30.4966,1
515.461,816.699,2
510.318,563.538,2
10.301,657.823,0
435.54,391.961,0
29.3242,45.7288,0
867.039,674.086,2
216.463,109.926,0
274.615,581.555,0
355.884,332.295,0
882.746,945.566,2
578.733,203.379,1
458.349,365.197,1
251.949,140.26,0
636.609,3.79667,1
713.983,409.687,1
529.283,861.862,2
31.7,487.826,0
538.973,657.642,2
176.319,102.414,0
943.692,332.429,1
624.218,58.6933,1
556.619,753.307,2
999.037,592.158,2
316.427,612.214,0
712.842,316.996,1
358.318,239.087,0
395.542,817.29,2
322.451,390.618,0
407.231,418.35,0
297.44,400.804,0
740.071,147.34,1
81.7877,168.245,0
82.7406,922.908,0
711.78,226.709,1
733.971,206.384,1
902.795,24.3112,1
212.126,816.524,0
110.869,554.095,0
258.879,175.655,0
995.194,268.129,1
963.949,131.773,1
475.147,725.943,2
419.177,961.788,2
712.213,369.358,1
446.488,935.706,2
620.086,768.349,2
256.171,725.553,0
906.186,464.23,1
933.852,891.515,2
712.059,243.521,1
484.495,505.523,0
715.628,160.277,1
24.1004,682.067,0
346.729,497.436,0
861.402,27.1022,1
389.391,601.577,0
103.083,680.731,0
235.064,555.385,0
21.9702,796.205,0
219.993,136.608,0
442.75,180.6,1
863.852,733.167,2
271.002,334.872,0
311.79,844.168,2
739.239,719.284,2
973.359,889.575,2
379.629,295.425,0
78.5893,636.249,0
217.932,217.841,0
331.52,650.771,0
23.5518,594.1,0
600.096,89.3206,1
224.707,13.9501,0
788.813,166.999,1
538.178,945.066,2
279.149,389.85,0
473.832,543.261,0
159.595,801.888,0
820.366,981.072,2
839.793,137.64,1
960.381,393.11,1
560.716,838.007,2
927.874,796.345,2
583.289,715.622,2
82.7939,72.1546,0
429.331,450.26,0
682.037,986.164,2
221.623,730.171,0
373.994,385.954,0
280.162,241.08,0
199.106,336.04,0
354.44,988.54,2
757.029,580.282,2
399.342,239.788,1
905.541,60.424,1
266.374,938.871,2
501.577,533.725,2
132.986,810.882,0
635.36,26.3804,1
972.904,173.47,1
